community_area,NAME,not_hispanic,hispanic,state,county,population,period
WOODLAWN,"Census Tract 8439, Cook County, Illinois",0.9757573376291698,0.024242662370830222,17,31,25451.0,2010-2014
ALBANY PARK,"Census Tract 1401, Cook County, Illinois",0.5502750672609725,0.4497249327390274,17,31,49806.0,2015-2019
ARCHER HEIGHTS,"Census Tract 5701, Cook County, Illinois",0.2258487541891301,0.7741512458108699,17,31,13726.0,2015-2019
ARMOUR SQUARE,"Census Tract 3406, Cook County, Illinois",0.9567882996011228,0.043211700398877236,17,31,13538.0,2015-2019
ASHBURN,"Census Tract 7002, Cook County, Illinois",0.5867238675154535,0.41327613248454653,17,31,43356.0,2015-2019
AUBURN GRESHAM,"Census Tract 7101, Cook County, Illinois",0.9781959964277157,0.021804003572284302,17,31,45909.0,2015-2019
AUSTIN,"Census Tract 8313, Cook County, Illinois",0.8494243921175328,0.15057560788246716,17,31,93727.0,2015-2019
AVALON PARK,"Census Tract 8343, Cook County, Illinois",0.999073406774426,0.000926593225573973,17,31,9713.0,2015-2019
AVONDALE,"Census Tract 8311, Cook County, Illinois",0.43672280812214703,0.563277191877853,17,31,38118.0,2015-2019
BELMONT CRAGIN,"Census Tract 1910, Cook County, Illinois",0.1882291573898551,0.8117708426101449,17,31,78601.0,2015-2019
BEVERLY,"Census Tract 7201, Cook County, Illinois",0.9505835986054267,0.04941640139457329,17,31,19791.0,2015-2019
BRIDGEPORT,"Census Tract 6007, Cook County, Illinois",0.7811812391430226,0.2188187608569774,17,31,34540.0,2015-2019
BRIGHTON PARK,"Census Tract 5807, Cook County, Illinois",0.19104991394148021,0.8089500860585198,17,31,44156.0,2015-2019
BURNSIDE,"Census Tract 4701, Cook County, Illinois",0.9805583250249252,0.019441674975074777,17,31,2006.0,2015-2019
CALUMET HEIGHTS,"Census Tract 4805, Cook County, Illinois",0.9627779945376512,0.03722200546234881,17,31,12815.0,2015-2019
CHATHAM,"Census Tract 4409, Cook County, Illinois",0.9915393806309943,0.008460619369005716,17,31,30967.0,2015-2019
CHICAGO LAWN,"Census Tract 6610, Cook County, Illinois",0.48432388222464556,0.5156761177753544,17,31,51352.0,2015-2019
CLEARING,"Census Tract 6404, Cook County, Illinois",0.4594010249839846,0.5405989750160154,17,31,24976.0,2015-2019
DOUGLAS,"Census Tract 3510, Cook County, Illinois",0.9658127663560155,0.03418723364398445,17,31,21353.0,2015-2019
DUNNING,"Census Tract 1709, Cook County, Illinois",0.7041086431119806,0.2958913568880193,17,31,43445.0,2015-2019
EAST GARFIELD PARK,"Census Tract 2705, Cook County, Illinois",0.9716473072861669,0.028352692713833158,17,31,18940.0,2015-2019
EAST SIDE,"Census Tract 5204, Cook County, Illinois",0.18028917084685747,0.8197108291531425,17,31,23723.0,2015-2019
EDGEWATER,"Census Tract 301.02, Cook County, Illinois",0.8479073041312469,0.15209269586875304,17,31,55407.0,2015-2019
EDISON PARK,"Census Tract 901, Cook County, Illinois",0.8995916193181818,0.10040838068181818,17,31,11264.0,2015-2019
ENGLEWOOD,"Census Tract 6814, Cook County, Illinois",0.9630906155926879,0.03690938440731207,17,31,22921.0,2015-2019
FOREST GLEN,"Census Tract 1201, Cook County, Illinois",0.8486896409409822,0.15131035905901774,17,31,19384.0,2015-2019
FULLER PARK,"Census Tract 8355, Cook County, Illinois",0.9489270386266094,0.051072961373390555,17,31,2330.0,2015-2019
GAGE PARK,"Census Tract 6302, Cook County, Illinois",0.08687763487912908,0.9131223651208709,17,31,37478.0,2015-2019
GARFIELD RIDGE,"Census Tract 5609, Cook County, Illinois",0.4901228263498804,0.5098771736501196,17,31,37207.0,2015-2019
GRAND BOULEVARD,"Census Tract 3801, Cook County, Illinois",0.9773439915205582,0.02265600847944177,17,31,22643.0,2015-2019
GREATER GRAND CROSSING,"Census Tract 6911, Cook County, Illinois",0.9826196557099738,0.017380344290026203,17,31,30149.0,2015-2019
HEGEWISCH,"Census Tract 5501, Cook County, Illinois",0.3958631312575641,0.6041368687424359,17,31,9089.0,2015-2019
HERMOSA,"Census Tract 2001, Cook County, Illinois",0.17541842340615818,0.8245815765938418,17,31,23481.0,2015-2019
HUMBOLDT PARK,"Census Tract 2307, Cook County, Illinois",0.41626327577487177,0.5837367242251282,17,31,55364.0,2015-2019
HYDE PARK,"Census Tract 4108, Cook County, Illinois",0.9321305841924399,0.06786941580756013,17,31,18624.0,2015-2019
IRVING PARK,"Census Tract 1609, Cook County, Illinois",0.5810573510181207,0.41894264898187933,17,31,53530.0,2015-2019
JEFFERSON PARK,"Census Tract 1101, Cook County, Illinois",0.7525360869723303,0.2474639130276697,17,31,27503.0,2015-2019
KENWOOD,"Census Tract 3904, Cook County, Illinois",0.9700365601653155,0.02996343983468447,17,31,12582.0,2015-2019
LAKE VIEW,"Census Tract 8319, Cook County, Illinois",0.9100388377605413,0.08996116223945871,17,31,89861.0,2015-2019
LINCOLN PARK,"Census Tract 8325, Cook County, Illinois",0.9375224933419708,0.062477506658029223,17,31,69465.0,2015-2019
LINCOLN SQUARE,"Census Tract 8308, Cook County, Illinois",0.8192290335605539,0.18077096643944612,17,31,42103.0,2015-2019
LOGAN SQUARE,"Census Tract 8309, Cook County, Illinois",0.6114333283294895,0.3885666716705105,17,31,73277.0,2015-2019
LOOP,"Census Tract 8390, Cook County, Illinois",0.9120941663432932,0.08790583365670676,17,31,38655.0,2015-2019
LOWER WEST SIDE,"Census Tract 3104, Cook County, Illinois",0.297443002138361,0.702556997861639,17,31,33203.0,2015-2019
MCKINLEY PARK,"Census Tract 5906, Cook County, Illinois",0.43651578045727085,0.5634842195427291,17,31,15177.0,2015-2019
MONTCLARE,"Census Tract 8316, Cook County, Illinois",0.4005747529263335,0.5994252470736665,17,31,14267.0,2015-2019
MORGAN PARK,"Census Tract 7502, Cook County, Illinois",0.95729216152019,0.042707838479809974,17,31,21050.0,2015-2019
MOUNT GREENWOOD,"Census Tract 7403, Cook County, Illinois",0.8952579468473163,0.10474205315268369,17,31,19190.0,2015-2019
NEAR NORTH SIDE,"Census Tract 8383, Cook County, Illinois",0.9416158164510617,0.05838418354893825,17,31,81940.0,2015-2019
NEAR SOUTH SIDE,"Census Tract 3302, Cook County, Illinois",0.9443163896639573,0.0556836103360427,17,31,24729.0,2015-2019
NEAR WEST SIDE,"Census Tract 2831, Cook County, Illinois",0.9075668830140889,0.09243311698591103,17,31,63170.0,2015-2019
NEW CITY,"Census Tract 6119, Cook County, Illinois",0.38544092335729474,0.6145590766427053,17,31,39508.0,2015-2019
NORTH CENTER,"Census Tract 501, Cook County, Illinois",0.8854908139436739,0.11450918605632614,17,31,35543.0,2015-2019
NORTH LAWNDALE,"Census Tract 8386, Cook County, Illinois",0.9075234621020797,0.09247653789792037,17,31,32073.0,2015-2019
NORTH PARK,"Census Tract 8318, Cook County, Illinois",0.7987205244792217,0.20127947552077827,17,31,18914.0,2015-2019
NORWOOD PARK,"Census Tract 1004, Cook County, Illinois",0.8486182892099989,0.15138171079000107,17,31,37924.0,2015-2019
OAKLAND,"Census Tract 3602, Cook County, Illinois",0.9773255813953489,0.022674418604651164,17,31,3440.0,2015-2019
OHARE,"Census Tract 7608.01, Cook County, Illinois",0.8947204727470648,0.10527952725293523,17,31,12861.0,2015-2019
PORTAGE PARK,"Census Tract 8317, Cook County, Illinois",0.5664422258339138,0.4335577741660862,17,31,64605.0,2015-2019
PULLMAN,"Census Tract 5001, Cook County, Illinois",0.9448830409356725,0.05511695906432749,17,31,6840.0,2015-2019
RIVERDALE,"Census Tract 5401.01, Cook County, Illinois",0.9649408887077049,0.03505911129229515,17,31,7359.0,2015-2019
ROGERS PARK,"Census Tract 8306, Cook County, Illinois",0.7911941426922924,0.20880585730770762,17,31,50262.0,2015-2019
ROSELAND,"Census Tract 4903, Cook County, Illinois",0.9882794545733109,0.011720545426689138,17,31,39162.0,2015-2019
SOUTH CHICAGO,"Census Tract 4601, Cook County, Illinois",0.8024452164617851,0.19755478353821485,17,31,29936.0,2015-2019
SOUTH DEERING,"Census Tract 8388, Cook County, Illinois",0.6919547657512116,0.3080452342487884,17,31,15475.0,2015-2019
SOUTH LAWNDALE,"Census Tract 8305, Cook County, Illinois",0.17023989356541985,0.8297601064345802,17,31,72157.0,2015-2019
SOUTH SHORE,"Census Tract 4304, Cook County, Illinois",0.9733223937743964,0.02667760622560354,17,31,40221.0,2015-2019
UPTOWN,"Census Tract 8307, Cook County, Illinois",0.8540327913325082,0.14596720866749183,17,31,58979.0,2015-2019
WASHINGTON HEIGHTS,"Census Tract 7307, Cook County, Illinois",0.9885947199162366,0.011405280083763368,17,31,26742.0,2015-2019
WASHINGTON PARK,"Census Tract 8345, Cook County, Illinois",0.9760233384994074,0.023976661500592578,17,31,10969.0,2015-2019
WEST ELSDON,"Census Tract 6203, Cook County, Illinois",0.1910488340478929,0.808951165952107,17,31,19126.0,2015-2019
WEST ENGLEWOOD,"Census Tract 6702, Cook County, Illinois",0.9063235405754194,0.09367645942458058,17,31,26346.0,2015-2019
WEST GARFIELD PARK,"Census Tract 2605, Cook County, Illinois",0.9704538531830643,0.02954614681693573,17,31,16415.0,2015-2019
WEST LAWN,"Census Tract 6501, Cook County, Illinois",0.16028978234962052,0.8397102176503795,17,31,31886.0,2015-2019
WEST PULLMAN,"Census Tract 5303, Cook County, Illinois",0.9426150658576291,0.05738493414237088,17,31,27028.0,2015-2019
WEST RIDGE,"Census Tract 203.02, Cook County, Illinois",0.8109372212168328,0.18906277878316724,17,31,78466.0,2015-2019
WEST TOWN,"Census Tract 2423, Cook County, Illinois",0.778323005838318,0.22167699416168202,17,31,83757.0,2015-2019
WOODLAWN,"Census Tract 4205, Cook County, Illinois",0.9663500241507004,0.03364997584929963,17,31,24844.0,2015-2019
ALBANY PARK,Census Tract 1401; Cook County; Illinois,0.55766527495122,0.44233472504877996,17,31,47663.0,2018-2022
ARCHER HEIGHTS,Census Tract 5701; Cook County; Illinois,0.20033172279512512,0.7996682772048749,17,31,13867.0,2018-2022
ARMOUR SQUARE,Census Tract 3403; Cook County; Illinois,0.9582354278784204,0.04176457212157963,17,31,13193.0,2018-2022
ASHBURN,Census Tract 7001; Cook County; Illinois,0.5350333372324249,0.46496666276757515,17,31,42745.0,2018-2022
AUBURN GRESHAM,Census Tract 7101; Cook County; Illinois,0.9662348282689163,0.03376517173108376,17,31,46468.0,2018-2022
AUSTIN,Census Tract 2502; Cook County; Illinois,0.8055932880543348,0.1944067119456652,17,31,100120.0,2018-2022
AVALON PARK,Census Tract 4503; Cook County; Illinois,0.99492070073598,0.005079299264019903,17,31,9647.0,2018-2022
AVONDALE,Census Tract 2101; Cook County; Illinois,0.488178369164788,0.5118216308352119,17,31,36374.0,2018-2022
BELMONT CRAGIN,Census Tract 1901; Cook County; Illinois,0.22231082158640916,0.7776891784135909,17,31,73991.0,2018-2022
BEVERLY,Census Tract 7201; Cook County; Illinois,0.9296294423942166,0.07037055760578333,17,31,19781.0,2018-2022
BRIDGEPORT,Census Tract 6004; Cook County; Illinois,0.791758225218988,0.20824177478101202,17,31,33221.0,2018-2022
BRIGHTON PARK,Census Tract 5801; Cook County; Illinois,0.2001278318301257,0.7998721681698743,17,31,42243.0,2018-2022
BURNSIDE,Census Tract 4701; Cook County; Illinois,0.9514692787177204,0.04853072128227961,17,31,2246.0,2018-2022
CALUMET HEIGHTS,Census Tract 4801; Cook County; Illinois,0.9587987093571606,0.041201290642839415,17,31,12087.0,2018-2022
CHATHAM,Census Tract 4401.01; Cook County; Illinois,0.9750167512204461,0.02498324877955394,17,31,31341.0,2018-2022
CHICAGO LAWN,Census Tract 6603.01; Cook County; Illinois,0.4177912473315035,0.5822087526684965,17,31,52464.0,2018-2022
CLEARING,Census Tract 6401; Cook County; Illinois,0.39817211258492397,0.601827887415076,17,31,24728.0,2018-2022
DOUGLAS,Census Tract 3501; Cook County; Illinois,0.9298993210021073,0.07010067899789277,17,31,21355.0,2018-2022
DUNNING,Census Tract 1701; Cook County; Illinois,0.6565979236153521,0.3434020763846479,17,31,42574.0,2018-2022
EAST GARFIELD PARK,Census Tract 2705; Cook County; Illinois,0.9222652128033767,0.07773478719662329,17,31,19901.0,2018-2022
EAST SIDE,Census Tract 5201; Cook County; Illinois,0.1316097234984546,0.8683902765015454,17,31,23942.0,2018-2022
EDGEWATER,Census Tract 301.01; Cook County; Illinois,0.8467343221441582,0.1532656778558418,17,31,53802.0,2018-2022
EDISON PARK,Census Tract 901; Cook County; Illinois,0.8531836519908788,0.14681634800912122,17,31,11402.0,2018-2022
ENGLEWOOD,Census Tract 6805; Cook County; Illinois,0.9477968004490598,0.052203199550940216,17,31,21378.0,2018-2022
FOREST GLEN,Census Tract 1201; Cook County; Illinois,0.8922689498866784,0.10773105011332158,17,31,19855.0,2018-2022
FULLER PARK,Census Tract 8355; Cook County; Illinois,0.8968253968253969,0.10317460317460317,17,31,2142.0,2018-2022
GAGE PARK,Census Tract 6303; Cook County; Illinois,0.07677934920087387,0.9232206507991262,17,31,34788.0,2018-2022
GARFIELD RIDGE,Census Tract 5601; Cook County; Illinois,0.44202082360374717,0.5579791763962528,17,31,36401.0,2018-2022
GRAND BOULEVARD,Census Tract 3801; Cook County; Illinois,0.9673961230000403,0.032603876999959695,17,31,24813.0,2018-2022
GREATER GRAND CROSSING,Census Tract 6903; Cook County; Illinois,0.9739229416025663,0.026077058397433687,17,31,28991.0,2018-2022
HEGEWISCH,Census Tract 5501; Cook County; Illinois,0.5132409972299169,0.4867590027700831,17,31,9025.0,2018-2022
HERMOSA,Census Tract 2001; Cook County; Illinois,0.1991190568726519,0.8008809431273481,17,31,23157.0,2018-2022
HUMBOLDT PARK,Census Tract 2301; Cook County; Illinois,0.5016421250180453,0.49835787498195466,17,31,55416.0,2018-2022
HYDE PARK,Census Tract 4102; Cook County; Illinois,0.9236272040302267,0.0763727959697733,17,31,19850.0,2018-2022
IRVING PARK,Census Tract 1601; Cook County; Illinois,0.6145677814272917,0.38543221857270826,17,31,53584.0,2018-2022
JEFFERSON PARK,Census Tract 1101; Cook County; Illinois,0.7486682450429121,0.25133175495708787,17,31,27032.0,2018-2022
KENWOOD,Census Tract 3901; Cook County; Illinois,0.9681908548707754,0.03180914512922465,17,31,12575.0,2018-2022
LAKE VIEW,Census Tract 601; Cook County; Illinois,0.8990168213136329,0.10098317868636711,17,31,90421.0,2018-2022
LINCOLN PARK,Census Tract 701.01; Cook County; Illinois,0.9320540094646811,0.06794599053531888,17,31,69099.0,2018-2022
LINCOLN SQUARE,Census Tract 401; Cook County; Illinois,0.8030328120933974,0.19696718790660264,17,31,42271.0,2018-2022
LOGAN SQUARE,Census Tract 2203; Cook County; Illinois,0.6559060996516065,0.34409390034839354,17,31,72332.0,2018-2022
LOOP,Census Tract 3201.01; Cook County; Illinois,0.8847879820498669,0.11521201795013318,17,31,41671.0,2018-2022
LOWER WEST SIDE,Census Tract 3102; Cook County; Illinois,0.3040862225078132,0.6959137774921869,17,31,34237.0,2018-2022
MCKINLEY PARK,Census Tract 5905; Cook County; Illinois,0.4499644679888882,0.5500355320111119,17,31,15479.0,2018-2022
MONTCLARE,Census Tract 1801; Cook County; Illinois,0.45368688703232835,0.5463131129676716,17,31,13765.0,2018-2022
MORGAN PARK,Census Tract 7501; Cook County; Illinois,0.9598416835601892,0.04015831643981079,17,31,20718.0,2018-2022
MOUNT GREENWOOD,Census Tract 7401; Cook County; Illinois,0.9039799173683385,0.09602008263166152,17,31,19121.0,2018-2022
NEAR NORTH SIDE,Census Tract 801; Cook County; Illinois,0.926180392863579,0.07381960713642098,17,31,88784.0,2018-2022
NEAR SOUTH SIDE,Census Tract 3301.01; Cook County; Illinois,0.9468386730932804,0.05316132690671959,17,31,28216.0,2018-2022
NEAR WEST SIDE,Census Tract 2801; Cook County; Illinois,0.8974245589423766,0.1025754410576234,17,31,65581.0,2018-2022
NEW CITY,Census Tract 6103; Cook County; Illinois,0.33185538881309684,0.6681446111869032,17,31,41048.0,2018-2022
NORTH CENTER,Census Tract 501; Cook County; Illinois,0.8737644496565589,0.1262355503434411,17,31,35814.0,2018-2022
NORTH LAWNDALE,Census Tract 2909; Cook County; Illinois,0.8542207898977277,0.14577921010227235,17,31,30409.0,2018-2022
NORTH PARK,Census Tract 1301; Cook County; Illinois,0.823538509124652,0.176461490875348,17,31,19398.0,2018-2022
NORWOOD PARK,Census Tract 1001; Cook County; Illinois,0.8013527945888217,0.19864720541117836,17,31,39326.0,2018-2022
OAKLAND,Census Tract 3602; Cook County; Illinois,0.9946775203506575,0.005322479649342517,17,31,3194.0,2018-2022
OHARE,Census Tract 7608.01; Cook County; Illinois,0.8758260111829206,0.12417398881707938,17,31,13771.0,2018-2022
PORTAGE PARK,Census Tract 1502; Cook County; Illinois,0.5713329076666719,0.4286670923333281,17,31,64213.0,2018-2022
PULLMAN,Census Tract 5001; Cook County; Illinois,0.918465577596266,0.08153442240373396,17,31,6856.0,2018-2022
RIVERDALE,Census Tract 5401.01; Cook County; Illinois,0.9673787898170654,0.03262121018293463,17,31,7817.0,2018-2022
ROGERS PARK,Census Tract 101; Cook County; Illinois,0.795893672664819,0.20410632733518091,17,31,51238.0,2018-2022
ROSELAND,Census Tract 4902; Cook County; Illinois,0.9813879287423558,0.018612071257644244,17,31,37610.0,2018-2022
SOUTH CHICAGO,Census Tract 4601; Cook County; Illinois,0.8105558304469734,0.18944416955302656,17,31,30315.0,2018-2022
SOUTH DEERING,Census Tract 5101; Cook County; Illinois,0.68721251149954,0.31278748850046,17,31,15218.0,2018-2022
SOUTH LAWNDALE,Census Tract 3005; Cook County; Illinois,0.18195902909278705,0.818040970907213,17,31,69708.0,2018-2022
SOUTH SHORE,Census Tract 4301.01; Cook County; Illinois,0.9683461456077302,0.031653854392269795,17,31,42017.0,2018-2022
UPTOWN,Census Tract 310; Cook County; Illinois,0.8593206181261311,0.14067938187386886,17,31,57464.0,2018-2022
WASHINGTON HEIGHTS,Census Tract 7301; Cook County; Illinois,0.9905881463562141,0.00941185364378591,17,31,26456.0,2018-2022
WASHINGTON PARK,Census Tract 4003; Cook County; Illinois,0.9861717612809315,0.013828238719068414,17,31,12366.0,2018-2022
WEST ELSDON,Census Tract 6201; Cook County; Illinois,0.18779266035064793,0.8122073396493521,17,31,18366.0,2018-2022
WEST ENGLEWOOD,Census Tract 6701; Cook County; Illinois,0.8282632314139377,0.1717367685860624,17,31,25772.0,2018-2022
WEST GARFIELD PARK,Census Tract 2601; Cook County; Illinois,0.9462562599242702,0.053743740075729816,17,31,16374.0,2018-2022
WEST LAWN,Census Tract 6501; Cook County; Illinois,0.1594465239001043,0.8405534760998957,17,31,32594.0,2018-2022
WEST PULLMAN,Census Tract 5301; Cook County; Illinois,0.9267947660025935,0.07320523399740658,17,31,25449.0,2018-2022
WEST RIDGE,Census Tract 201; Cook County; Illinois,0.7787169620891945,0.22128303791080553,17,31,79265.0,2018-2022
WEST TOWN,Census Tract 2402; Cook County; Illinois,0.8007540807006862,0.19924591929931385,17,31,85402.0,2018-2022
WOODLAWN,Census Tract 4201; Cook County; Illinois,0.9679939611247406,0.032006038875259483,17,31,26495.0,2018-2022
