NAME,B01003_001E,state,county,tract
"Census Tract 6302, Cook County, Illinois",1825.0,17,031,630200
"Census Tract 5807, Cook County, Illinois",5908.0,17,031,580700
"Census Tract 5906, Cook County, Illinois",3419.0,17,031,590600
"Census Tract 6007, Cook County, Illinois",2835.0,17,031,600700
"Census Tract 6119, Cook County, Illinois",1639.0,17,031,611900
"Census Tract 8045.05, Cook County, Illinois",3445.0,17,031,804505
"Census Tract 8047.01, Cook County, Illinois",6122.0,17,031,804701
"Census Tract 8047.06, Cook County, Illinois",2441.0,17,031,804706
"Census Tract 8240.05, Cook County, Illinois",5749.0,17,031,824005
"Census Tract 8240.06, Cook County, Illinois",4728.0,17,031,824006
"Census Tract 8241.13, Cook County, Illinois",7070.0,17,031,824113
"Census Tract 8241.14, Cook County, Illinois",5186.0,17,031,824114
"Census Tract 8241.15, Cook County, Illinois",4053.0,17,031,824115
"Census Tract 8241.16, Cook County, Illinois",5373.0,17,031,824116
"Census Tract 8241.17, Cook County, Illinois",9453.0,17,031,824117
"Census Tract 8241.19, Cook County, Illinois",5655.0,17,031,824119
"Census Tract 8241.20, Cook County, Illinois",8970.0,17,031,824120
"Census Tract 8241.21, Cook County, Illinois",3153.0,17,031,824121
"Census Tract 8241.22, Cook County, Illinois",6526.0,17,031,824122
"Census Tract 8241.23, Cook County, Illinois",7348.0,17,031,824123
"Census Tract 8253.03, Cook County, Illinois",4010.0,17,031,825303
"Census Tract 8253.04, Cook County, Illinois",4338.0,17,031,825304
"Census Tract 8300.07, Cook County, Illinois",4924.0,17,031,830007
"Census Tract 8300.08, Cook County, Illinois",4400.0,17,031,830008
"Census Tract 8305, Cook County, Illinois",3901.0,17,031,830500
"Census Tract 8306, Cook County, Illinois",4733.0,17,031,830600
"Census Tract 8307, Cook County, Illinois",3814.0,17,031,830700
"Census Tract 8308, Cook County, Illinois",2522.0,17,031,830800
"Census Tract 8309, Cook County, Illinois",2993.0,17,031,830900
"Census Tract 8310, Cook County, Illinois",2177.0,17,031,831000
"Census Tract 8311, Cook County, Illinois",8537.0,17,031,831100
"Census Tract 8119, Cook County, Illinois",5841.0,17,031,811900
"Census Tract 1910, Cook County, Illinois",2730.0,17,031,191000
"Census Tract 8056, Cook County, Illinois",4470.0,17,031,805600
"Census Tract 8060.04, Cook County, Illinois",7182.0,17,031,806004
"Census Tract 8020.02, Cook County, Illinois",5444.0,17,031,802002
"Census Tract 8025.04, Cook County, Illinois",6610.0,17,031,802504
"Census Tract 8027.02, Cook County, Illinois",4763.0,17,031,802702
"Census Tract 8030.08, Cook County, Illinois",4583.0,17,031,803008
"Census Tract 8032, Cook County, Illinois",5310.0,17,031,803200
"Census Tract 8035, Cook County, Illinois",5765.0,17,031,803500
"Census Tract 8041.02, Cook County, Illinois",7263.0,17,031,804102
"Census Tract 8245.05, Cook County, Illinois",6364.0,17,031,824505
"Census Tract 8259, Cook County, Illinois",3488.0,17,031,825900
"Census Tract 8260, Cook County, Illinois",2923.0,17,031,826000
"Census Tract 8261, Cook County, Illinois",5786.0,17,031,826100
"Census Tract 8263.04, Cook County, Illinois",2848.0,17,031,826304
"Census Tract 2423, Cook County, Illinois",3517.0,17,031,242300
"Census Tract 7608.01, Cook County, Illinois",4520.0,17,031,760801
"Census Tract 4903, Cook County, Illinois",2302.0,17,031,490300
"Census Tract 4907, Cook County, Illinois",2777.0,17,031,490700
"Census Tract 5001, Cook County, Illinois",3136.0,17,031,500100
"Census Tract 5204, Cook County, Illinois",4515.0,17,031,520400
"Census Tract 8209.02, Cook County, Illinois",5076.0,17,031,820902
"Census Tract 8210.01, Cook County, Illinois",4787.0,17,031,821001
"Census Tract 8210.02, Cook County, Illinois",5404.0,17,031,821002
"Census Tract 8222, Cook County, Illinois",3965.0,17,031,822200
"Census Tract 8225, Cook County, Illinois",4366.0,17,031,822500
"Census Tract 8228.01, Cook County, Illinois",3147.0,17,031,822801
"Census Tract 8232, Cook County, Illinois",4847.0,17,031,823200
"Census Tract 8236.03, Cook County, Illinois",2313.0,17,031,823603
"Census Tract 8237.05, Cook County, Illinois",4509.0,17,031,823705
"Census Tract 8241.07, Cook County, Illinois",6847.0,17,031,824107
"Census Tract 8243, Cook County, Illinois",4778.0,17,031,824300
"Census Tract 8255.04, Cook County, Illinois",3511.0,17,031,825504
"Census Tract 2222, Cook County, Illinois",2327.0,17,031,222200
"Census Tract 8116, Cook County, Illinois",6373.0,17,031,811600
"Census Tract 8118, Cook County, Illinois",5130.0,17,031,811800
"Census Tract 8144, Cook County, Illinois",8066.0,17,031,814400
"Census Tract 8157.02, Cook County, Illinois",5111.0,17,031,815702
"Census Tract 8158, Cook County, Illinois",1626.0,17,031,815800
"Census Tract 8161, Cook County, Illinois",5792.0,17,031,816100
"Census Tract 8163, Cook County, Illinois",4915.0,17,031,816300
"Census Tract 8170, Cook County, Illinois",4977.0,17,031,817000
"Census Tract 8185, Cook County, Illinois",5413.0,17,031,818500
"Census Tract 8187, Cook County, Illinois",3769.0,17,031,818700
"Census Tract 2001, Cook County, Illinois",3836.0,17,031,200100
"Census Tract 1609, Cook County, Illinois",2535.0,17,031,160900
"Census Tract 1709, Cook County, Illinois",1943.0,17,031,170900
"Census Tract 2203, Cook County, Illinois",2068.0,17,031,220300
"Census Tract 6301, Cook County, Illinois",883.0,17,031,630100
"Census Tract 6610, Cook County, Illinois",5434.0,17,031,661000
"Census Tract 6702, Cook County, Illinois",930.0,17,031,670200
"Census Tract 104, Cook County, Illinois",5213.0,17,031,010400
"Census Tract 3801, Cook County, Illinois",1894.0,17,031,380100
"Census Tract 6718, Cook County, Illinois",1367.0,17,031,671800
"Census Tract 6911, Cook County, Illinois",2811.0,17,031,691100
"Census Tract 5303, Cook County, Illinois",4014.0,17,031,530300
"Census Tract 5609, Cook County, Illinois",5381.0,17,031,560900
"Census Tract 5803, Cook County, Illinois",2512.0,17,031,580300
"Census Tract 6113, Cook County, Illinois",2650.0,17,031,611300
"Census Tract 6116, Cook County, Illinois",1589.0,17,031,611600
"Census Tract 6203, Cook County, Illinois",7810.0,17,031,620300
"Census Tract 6204, Cook County, Illinois",4393.0,17,031,620400
"Census Tract 1201, Cook County, Illinois",4158.0,17,031,120100
"Census Tract 1401, Cook County, Illinois",3194.0,17,031,140100
"Census Tract 8312, Cook County, Illinois",4704.0,17,031,831200
"Census Tract 8313, Cook County, Illinois",995.0,17,031,831300
"Census Tract 8314, Cook County, Illinois",3026.0,17,031,831400
"Census Tract 8315, Cook County, Illinois",3656.0,17,031,831500
"Census Tract 8316, Cook County, Illinois",8039.0,17,031,831600
"Census Tract 8317, Cook County, Illinois",2459.0,17,031,831700
"Census Tract 8318, Cook County, Illinois",6493.0,17,031,831800
"Census Tract 8319, Cook County, Illinois",3228.0,17,031,831900
"Census Tract 8320, Cook County, Illinois",1621.0,17,031,832000
"Census Tract 8321, Cook County, Illinois",3602.0,17,031,832100
"Census Tract 8322, Cook County, Illinois",3180.0,17,031,832200
"Census Tract 8323, Cook County, Illinois",1938.0,17,031,832300
"Census Tract 8324, Cook County, Illinois",3129.0,17,031,832400
"Census Tract 8325, Cook County, Illinois",3390.0,17,031,832500
"Census Tract 8257, Cook County, Illinois",4158.0,17,031,825700
"Census Tract 8258.03, Cook County, Illinois",6238.0,17,031,825803
"Census Tract 8263.03, Cook County, Illinois",4291.0,17,031,826303
"Census Tract 8273, Cook County, Illinois",2549.0,17,031,827300
"Census Tract 8285.03, Cook County, Illinois",4152.0,17,031,828503
"Census Tract 6404, Cook County, Illinois",3559.0,17,031,640400
"Census Tract 6604, Cook County, Illinois",5804.0,17,031,660400
"Census Tract 6608, Cook County, Illinois",4867.0,17,031,660800
"Census Tract 6713, Cook County, Illinois",2012.0,17,031,671300
"Census Tract 8253.02, Cook County, Illinois",6585.0,17,031,825302
"Census Tract 8265, Cook County, Illinois",6031.0,17,031,826500
"Census Tract 8267, Cook County, Illinois",5113.0,17,031,826700
"Census Tract 8271, Cook County, Illinois",2452.0,17,031,827100
"Census Tract 8280, Cook County, Illinois",4947.0,17,031,828000
"Census Tract 8282.02, Cook County, Illinois",4512.0,17,031,828202
"Census Tract 8293.02, Cook County, Illinois",3871.0,17,031,829302
"Census Tract 8044.06, Cook County, Illinois",6646.0,17,031,804406
"Census Tract 8045.06, Cook County, Illinois",5133.0,17,031,804506
"Census Tract 8045.07, Cook County, Illinois",11526.0,17,031,804507
"Census Tract 8045.08, Cook County, Illinois",2399.0,17,031,804508
"Census Tract 8045.09, Cook County, Illinois",6201.0,17,031,804509
"Census Tract 8045.10, Cook County, Illinois",6287.0,17,031,804510
"Census Tract 8045.11, Cook County, Illinois",2483.0,17,031,804511
"Census Tract 8046.08, Cook County, Illinois",3429.0,17,031,804608
"Census Tract 8046.09, Cook County, Illinois",5695.0,17,031,804609
"Census Tract 8046.10, Cook County, Illinois",2305.0,17,031,804610
"Census Tract 8046.11, Cook County, Illinois",4418.0,17,031,804611
"Census Tract 8047.13, Cook County, Illinois",5873.0,17,031,804713
"Census Tract 8047.14, Cook County, Illinois",3169.0,17,031,804714
"Census Tract 8047.15, Cook County, Illinois",3178.0,17,031,804715
"Census Tract 8047.16, Cook County, Illinois",4675.0,17,031,804716
"Census Tract 8061.03, Cook County, Illinois",4849.0,17,031,806103
"Census Tract 8061.04, Cook County, Illinois",4202.0,17,031,806104
"Census Tract 8062.01, Cook County, Illinois",4845.0,17,031,806201
"Census Tract 8062.02, Cook County, Illinois",4838.0,17,031,806202
"Census Tract 8123.01, Cook County, Illinois",4153.0,17,031,812301
"Census Tract 8123.02, Cook County, Illinois",2790.0,17,031,812302
"Census Tract 8128.01, Cook County, Illinois",3367.0,17,031,812801
"Census Tract 8128.02, Cook County, Illinois",2538.0,17,031,812802
"Census Tract 8133.01, Cook County, Illinois",3229.0,17,031,813301
"Census Tract 8133.02, Cook County, Illinois",3057.0,17,031,813302
"Census Tract 8137.01, Cook County, Illinois",3710.0,17,031,813701
"Census Tract 8137.02, Cook County, Illinois",3900.0,17,031,813702
"Census Tract 8138.01, Cook County, Illinois",2717.0,17,031,813801
"Census Tract 8138.02, Cook County, Illinois",4973.0,17,031,813802
"Census Tract 8206.03, Cook County, Illinois",5880.0,17,031,820603
"Census Tract 8206.04, Cook County, Illinois",3933.0,17,031,820604
"Census Tract 8206.05, Cook County, Illinois",4625.0,17,031,820605
"Census Tract 8206.06, Cook County, Illinois",3846.0,17,031,820606
"Census Tract 8238.05, Cook County, Illinois",2916.0,17,031,823805
"Census Tract 8238.06, Cook County, Illinois",3766.0,17,031,823806
"Census Tract 8240.03, Cook County, Illinois",6124.0,17,031,824003
"Census Tract 8240.04, Cook County, Illinois",5462.0,17,031,824004
"Census Tract 8326, Cook County, Illinois",3918.0,17,031,832600
"Census Tract 203.02, Cook County, Illinois",5137.0,17,031,020302
"Census Tract 206.02, Cook County, Illinois",4765.0,17,031,020602
"Census Tract 207.01, Cook County, Illinois",1844.0,17,031,020701
"Census Tract 203.01, Cook County, Illinois",5384.0,17,031,020301
"Census Tract 206.01, Cook County, Illinois",6525.0,17,031,020601
"Census Tract 207.02, Cook County, Illinois",8226.0,17,031,020702
"Census Tract 208.01, Cook County, Illinois",6175.0,17,031,020801
"Census Tract 208.02, Cook County, Illinois",7916.0,17,031,020802
"Census Tract 209.01, Cook County, Illinois",6155.0,17,031,020901
"Census Tract 209.02, Cook County, Illinois",4848.0,17,031,020902
"Census Tract 8154, Cook County, Illinois",5124.0,17,031,815400
"Census Tract 8166, Cook County, Illinois",4704.0,17,031,816600
"Census Tract 8171.01, Cook County, Illinois",4757.0,17,031,817101
"Census Tract 8172, Cook County, Illinois",4275.0,17,031,817200
"Census Tract 8174, Cook County, Illinois",4052.0,17,031,817400
"Census Tract 8199, Cook County, Illinois",3298.0,17,031,819900
"Census Tract 8205.01, Cook County, Illinois",5875.0,17,031,820501
"Census Tract 8224, Cook County, Illinois",5949.0,17,031,822400
"Census Tract 8228.02, Cook County, Illinois",3488.0,17,031,822802
"Census Tract 8233.03, Cook County, Illinois",4495.0,17,031,823303
"Census Tract 8236.04, Cook County, Illinois",3676.0,17,031,823604
"Census Tract 4205, Cook County, Illinois",1735.0,17,031,420500
"Census Tract 4304, Cook County, Illinois",2765.0,17,031,430400
"Census Tract 4306, Cook County, Illinois",2168.0,17,031,430600
"Census Tract 4409, Cook County, Illinois",2333.0,17,031,440900
"Census Tract 4601, Cook County, Illinois",3523.0,17,031,460100
"Census Tract 4805, Cook County, Illinois",2939.0,17,031,480500
"Census Tract 2831, Cook County, Illinois",3194.0,17,031,283100
"Census Tract 3007, Cook County, Illinois",4841.0,17,031,300700
"Census Tract 3008, Cook County, Illinois",3960.0,17,031,300800
"Census Tract 3406, Cook County, Illinois",981.0,17,031,340600
"Census Tract 3403, Cook County, Illinois",1875.0,17,031,340300
"Census Tract 3510, Cook County, Illinois",3269.0,17,031,351000
"Census Tract 8143, Cook County, Illinois",5065.0,17,031,814300
"Census Tract 8159, Cook County, Illinois",4930.0,17,031,815900
"Census Tract 8087.02, Cook County, Illinois",5225.0,17,031,808702
"Census Tract 6606, Cook County, Illinois",5626.0,17,031,660600
"Census Tract 6701, Cook County, Illinois",1001.0,17,031,670100
"Census Tract 6708, Cook County, Illinois",1015.0,17,031,670800
"Census Tract 6711, Cook County, Illinois",754.0,17,031,671100
"Census Tract 6712, Cook County, Illinois",1019.0,17,031,671200
"Census Tract 6714, Cook County, Illinois",1147.0,17,031,671400
"Census Tract 4909.01, Cook County, Illinois",3264.0,17,031,490901
"Census Tract 4909.02, Cook County, Illinois",4204.0,17,031,490902
"Census Tract 5305.02, Cook County, Illinois",1456.0,17,031,530502
"Census Tract 2225, Cook County, Illinois",1692.0,17,031,222500
"Census Tract 2228, Cook County, Illinois",1012.0,17,031,222800
"Census Tract 8072, Cook County, Illinois",5313.0,17,031,807200
"Census Tract 8075, Cook County, Illinois",3358.0,17,031,807500
"Census Tract 7502, Cook County, Illinois",2903.0,17,031,750200
"Census Tract 8043.08, Cook County, Illinois",7012.0,17,031,804308
"Census Tract 8043.09, Cook County, Illinois",3086.0,17,031,804309
"Census Tract 8043.10, Cook County, Illinois",8918.0,17,031,804310
"Census Tract 301.02, Cook County, Illinois",2841.0,17,031,030102
"Census Tract 7608.02, Cook County, Illinois",2553.0,17,031,760802
"Census Tract 7608.03, Cook County, Illinois",5788.0,17,031,760803
"Census Tract 7702.01, Cook County, Illinois",6075.0,17,031,770201
"Census Tract 7702.02, Cook County, Illinois",4749.0,17,031,770202
"Census Tract 7706.01, Cook County, Illinois",3234.0,17,031,770601
"Census Tract 7706.02, Cook County, Illinois",5198.0,17,031,770602
"Census Tract 7709.01, Cook County, Illinois",4948.0,17,031,770901
"Census Tract 7709.02, Cook County, Illinois",3309.0,17,031,770902
"Census Tract 8020.03, Cook County, Illinois",2581.0,17,031,802003
"Census Tract 8020.04, Cook County, Illinois",5029.0,17,031,802004
"Census Tract 8237.02, Cook County, Illinois",6148.0,17,031,823702
"Census Tract 8250, Cook County, Illinois",4792.0,17,031,825000
"Census Tract 8262.01, Cook County, Illinois",3270.0,17,031,826201
"Census Tract 8263.01, Cook County, Illinois",3864.0,17,031,826301
"Census Tract 6715, Cook County, Illinois",2281.0,17,031,671500
"Census Tract 6716, Cook County, Illinois",1643.0,17,031,671600
"Census Tract 6720, Cook County, Illinois",3533.0,17,031,672000
"Census Tract 8024.03, Cook County, Illinois",1340.0,17,031,802403
"Census Tract 8024.04, Cook County, Illinois",7463.0,17,031,802404
"Census Tract 8025.05, Cook County, Illinois",6579.0,17,031,802505
"Census Tract 8025.06, Cook County, Illinois",2476.0,17,031,802506
"Census Tract 8026.07, Cook County, Illinois",1253.0,17,031,802607
"Census Tract 8026.08, Cook County, Illinois",6383.0,17,031,802608
"Census Tract 8026.09, Cook County, Illinois",6299.0,17,031,802609
"Census Tract 8026.10, Cook County, Illinois",1655.0,17,031,802610
"Census Tract 8030.12, Cook County, Illinois",2050.0,17,031,803012
"Census Tract 8030.13, Cook County, Illinois",5423.0,17,031,803013
"Census Tract 8030.14, Cook County, Illinois",3560.0,17,031,803014
"Census Tract 8030.15, Cook County, Illinois",4402.0,17,031,803015
"Census Tract 8030.16, Cook County, Illinois",2616.0,17,031,803016
"Census Tract 8030.17, Cook County, Illinois",6051.0,17,031,803017
"Census Tract 8036.11, Cook County, Illinois",5784.0,17,031,803611
"Census Tract 8036.12, Cook County, Illinois",3517.0,17,031,803612
"Census Tract 8037.01, Cook County, Illinois",2766.0,17,031,803701
"Census Tract 8382, Cook County, Illinois",2058.0,17,031,838200
"Census Tract 8383, Cook County, Illinois",1710.0,17,031,838300
"Census Tract 8386, Cook County, Illinois",1728.0,17,031,838600
"Census Tract 8380, Cook County, Illinois",2589.0,17,031,838000
"Census Tract 2307, Cook County, Illinois",6252.0,17,031,230700
"Census Tract 2402, Cook County, Illinois",1633.0,17,031,240200
"Census Tract 2414, Cook County, Illinois",5480.0,17,031,241400
"Census Tract 2424, Cook County, Illinois",2729.0,17,031,242400
"Census Tract 2425, Cook County, Illinois",3477.0,17,031,242500
"Census Tract 2426, Cook County, Illinois",5293.0,17,031,242600
"Census Tract 2427, Cook County, Illinois",1682.0,17,031,242700
"Census Tract 2431, Cook County, Illinois",2274.0,17,031,243100
"Census Tract 2433, Cook County, Illinois",2457.0,17,031,243300
"Census Tract 2503, Cook County, Illinois",5122.0,17,031,250300
"Census Tract 2515, Cook County, Illinois",4342.0,17,031,251500
"Census Tract 2519, Cook County, Illinois",4653.0,17,031,251900
"Census Tract 8211.01, Cook County, Illinois",4735.0,17,031,821101
"Census Tract 8202.02, Cook County, Illinois",3137.0,17,031,820202
"Census Tract 8203, Cook County, Illinois",5617.0,17,031,820300
"Census Tract 8211.02, Cook County, Illinois",4394.0,17,031,821102
"Census Tract 8213, Cook County, Illinois",5470.0,17,031,821300
"Census Tract 2605, Cook County, Illinois",1538.0,17,031,260500
"Census Tract 8051.07, Cook County, Illinois",6246.0,17,031,805107
"Census Tract 6903, Cook County, Illinois",2443.0,17,031,690300
"Census Tract 6915, Cook County, Illinois",1968.0,17,031,691500
"Census Tract 7101, Cook County, Illinois",1250.0,17,031,710100
"Census Tract 7201, Cook County, Illinois",3381.0,17,031,720100
"Census Tract 7202, Cook County, Illinois",3791.0,17,031,720200
"Census Tract 7204, Cook County, Illinois",1935.0,17,031,720400
"Census Tract 7207, Cook County, Illinois",3078.0,17,031,720700
"Census Tract 1404, Cook County, Illinois",5978.0,17,031,140400
"Census Tract 1408, Cook County, Illinois",6373.0,17,031,140800
"Census Tract 1502, Cook County, Illinois",7753.0,17,031,150200
"Census Tract 1607, Cook County, Illinois",5811.0,17,031,160700
"Census Tract 1610, Cook County, Illinois",2171.0,17,031,161000
"Census Tract 1703, Cook County, Illinois",5338.0,17,031,170300
"Census Tract 1705, Cook County, Illinois",5519.0,17,031,170500
"Census Tract 1710, Cook County, Illinois",6877.0,17,031,171000
"Census Tract 8126, Cook County, Illinois",3291.0,17,031,812600
"Census Tract 8130, Cook County, Illinois",4051.0,17,031,813000
"Census Tract 8142, Cook County, Illinois",7032.0,17,031,814200
"Census Tract 8117.01, Cook County, Illinois",3870.0,17,031,811701
"Census Tract 8162, Cook County, Illinois",4219.0,17,031,816200
"Census Tract 8139, Cook County, Illinois",6493.0,17,031,813900
"Census Tract 8146, Cook County, Illinois",5722.0,17,031,814600
"Census Tract 8152, Cook County, Illinois",6718.0,17,031,815200
"Census Tract 5501, Cook County, Illinois",6465.0,17,031,550100
"Census Tract 5602, Cook County, Illinois",1644.0,17,031,560200
"Census Tract 5604, Cook County, Illinois",1807.0,17,031,560400
"Census Tract 1508, Cook County, Illinois",4814.0,17,031,150800
"Census Tract 1511, Cook County, Illinois",5335.0,17,031,151100
"Census Tract 1601, Cook County, Illinois",2537.0,17,031,160100
"Census Tract 1604, Cook County, Illinois",4734.0,17,031,160400
"Census Tract 1711, Cook County, Illinois",4013.0,17,031,171100
"Census Tract 1903, Cook County, Illinois",5518.0,17,031,190300
"Census Tract 8036.08, Cook County, Illinois",7141.0,17,031,803608
"Census Tract 8040, Cook County, Illinois",4545.0,17,031,804000
"Census Tract 8043.06, Cook County, Illinois",5771.0,17,031,804306
"Census Tract 8046.03, Cook County, Illinois",6137.0,17,031,804603
"Census Tract 8047.12, Cook County, Illinois",5225.0,17,031,804712
"Census Tract 8048.06, Cook County, Illinois",3930.0,17,031,804806
"Census Tract 8048.07, Cook County, Illinois",5397.0,17,031,804807
"Census Tract 8048.09, Cook County, Illinois",4165.0,17,031,804809
"Census Tract 8198.01, Cook County, Illinois",5543.0,17,031,819801
"Census Tract 8205.02, Cook County, Illinois",5282.0,17,031,820502
"Census Tract 8209.01, Cook County, Illinois",5452.0,17,031,820901
"Census Tract 8220, Cook County, Illinois",4272.0,17,031,822000
"Census Tract 8226.01, Cook County, Illinois",4731.0,17,031,822601
"Census Tract 8227.02, Cook County, Illinois",3674.0,17,031,822702
"Census Tract 8244, Cook County, Illinois",1968.0,17,031,824400
"Census Tract 8246.02, Cook County, Illinois",6490.0,17,031,824602
"Census Tract 8258.02, Cook County, Illinois",6522.0,17,031,825802
"Census Tract 8276, Cook County, Illinois",3479.0,17,031,827600
"Census Tract 8278.05, Cook County, Illinois",2934.0,17,031,827805
